filename,path,pseudo_label,raw_ocr_text,confidence,error
0039.jpg,calli-kaggle\data\data\train\oyx\0039.jpg,难,难,0.9995607733726501,
0040.jpg,calli-kaggle\data\data\train\oyx\0040.jpg,案,案,0.999914288520813,
0041.jpg,calli-kaggle\data\data\train\oyx\0041.jpg,酿,酿,0.9997299313545227,
0042.jpg,calli-kaggle\data\data\train\oyx\0042.jpg,UNKNOWN,,0.0,
0043.jpg,calli-kaggle\data\data\train\oyx\0043.jpg,秃,秃,0.7692813277244568,
0044.jpg,calli-kaggle\data\data\train\oyx\0044.jpg,愧,愧,0.9757941961288452,
0045.jpg,calli-kaggle\data\data\train\oyx\0045.jpg,UNKNOWN,,0.0,
0046.jpg,calli-kaggle\data\data\train\oyx\0046.jpg,棚,棚,0.9971086382865906,
0047.jpg,calli-kaggle\data\data\train\oyx\0047.jpg,论,论,0.9986106157302856,
0048.jpg,calli-kaggle\data\data\train\oyx\0048.jpg,僵,僵,0.9988841414451599,
0049.jpg,calli-kaggle\data\data\train\oyx\0049.jpg,胡,胡,0.9954167604446411,
0050.jpg,calli-kaggle\data\data\train\oyx\0050.jpg,咪,咪,0.6341004967689514,
0051.jpg,calli-kaggle\data\data\train\oyx\0051.jpg,摺,摺,0.99534672498703,
0052.jpg,calli-kaggle\data\data\train\oyx\0052.jpg,恒,恒,0.9962779879570007,
0053.jpg,calli-kaggle\data\data\train\oyx\0053.jpg,负,负,0.9960145950317383,
0054.jpg,calli-kaggle\data\data\train\oyx\0054.jpg,峻,峻,0.9154434204101562,
0055.jpg,calli-kaggle\data\data\train\oyx\0055.jpg,UNKNOWN,,0.0,
0056.jpg,calli-kaggle\data\data\train\oyx\0056.jpg,挚,挚,0.9812715649604797,
0057.jpg,calli-kaggle\data\data\train\oyx\0057.jpg,毕,毕,0.8208305239677429,
0058.jpg,calli-kaggle\data\data\train\oyx\0058.jpg,权,权,0.998267412185669,
0059.jpg,calli-kaggle\data\data\train\oyx\0059.jpg,晴,晴,0.9833796620368958,
0060.jpg,calli-kaggle\data\data\train\oyx\0060.jpg,酗,酗凶,0.8226828575134277,
0061.jpg,calli-kaggle\data\data\train\oyx\0061.jpg,框,框,0.9971320629119873,
0062.jpg,calli-kaggle\data\data\train\oyx\0062.jpg,冻,冻,0.9978394508361816,
0063.jpg,calli-kaggle\data\data\train\oyx\0063.jpg,UNKNOWN,,0.0,
0064.jpg,calli-kaggle\data\data\train\oyx\0064.jpg,猩,猩,0.9996805191040039,
0065.jpg,calli-kaggle\data\data\train\oyx\0065.jpg,个,个,0.5710651278495789,
0066.jpg,calli-kaggle\data\data\train\oyx\0066.jpg,猬,猬,0.839232325553894,
0067.jpg,calli-kaggle\data\data\train\oyx\0067.jpg,UNKNOWN,,0.0,
0068.jpg,calli-kaggle\data\data\train\oyx\0068.jpg,丙,丙,0.9974462985992432,
0069.jpg,calli-kaggle\data\data\train\oyx\0069.jpg,荞,荞,0.7865227460861206,
0070.jpg,calli-kaggle\data\data\train\oyx\0070.jpg,但,但,0.9999525547027588,
0071.jpg,calli-kaggle\data\data\train\oyx\0071.jpg,段,段,0.9973612427711487,
0072.jpg,calli-kaggle\data\data\train\oyx\0072.jpg,垒,垒,0.9865707755088806,
0073.jpg,calli-kaggle\data\data\train\oyx\0073.jpg,闸,闸,0.9995030164718628,
0074.jpg,calli-kaggle\data\data\train\oyx\0074.jpg,命,命,0.997313916683197,
0075.jpg,calli-kaggle\data\data\train\oyx\0075.jpg,物,物,0.9993531107902527,
0076.jpg,calli-kaggle\data\data\train\oyx\0076.jpg,腐,腐,0.9804942607879639,
0077.jpg,calli-kaggle\data\data\train\oyx\0077.jpg,蟹,蟹,0.9986003041267395,
0078.jpg,calli-kaggle\data\data\train\oyx\0078.jpg,壮,壮,0.9989307522773743,
0079.jpg,calli-kaggle\data\data\train\oyx\0079.jpg,籽,籽,0.9974765181541443,
0080.jpg,calli-kaggle\data\data\train\oyx\0080.jpg,婶,婶,0.9848442673683167,
0081.jpg,calli-kaggle\data\data\train\oyx\0081.jpg,砚,砚,0.9700191020965576,
0082.jpg,calli-kaggle\data\data\train\oyx\0082.jpg,UNKNOWN,,0.0,
0083.jpg,calli-kaggle\data\data\train\oyx\0083.jpg,均,均,0.9970109462738037,
0084.jpg,calli-kaggle\data\data\train\oyx\0084.jpg,挤,挤,0.996781587600708,
0085.jpg,calli-kaggle\data\data\train\oyx\0085.jpg,翘,翘,0.4027691185474396,
0086.jpg,calli-kaggle\data\data\train\oyx\0086.jpg,蘸,蘸,0.9964189529418945,
0087.jpg,calli-kaggle\data\data\train\oyx\0087.jpg,凡,凡,0.9966453909873962,
0088.jpg,calli-kaggle\data\data\train\oyx\0088.jpg,喘,喘,0.9989489912986755,
0089.jpg,calli-kaggle\data\data\train\oyx\0089.jpg,等,等,0.9975080490112305,
0090.jpg,calli-kaggle\data\data\train\oyx\0090.jpg,者,者,0.99992835521698,
0091.jpg,calli-kaggle\data\data\train\oyx\0091.jpg,苗,苗,0.9976508021354675,
0092.jpg,calli-kaggle\data\data\train\oyx\0092.jpg,觅,觅,0.9984197616577148,
0093.jpg,calli-kaggle\data\data\train\oyx\0093.jpg,蹂,蹂,0.894372820854187,
0094.jpg,calli-kaggle\data\data\train\oyx\0094.jpg,呼,呼,0.9999445676803589,
0095.jpg,calli-kaggle\data\data\train\oyx\0095.jpg,街,街,0.999582827091217,
0096.jpg,calli-kaggle\data\data\train\oyx\0096.jpg,UNKNOWN,,0.0,
0097.jpg,calli-kaggle\data\data\train\oyx\0097.jpg,腕,腕,0.9930385947227478,
0098.jpg,calli-kaggle\data\data\train\oyx\0098.jpg,甚,甚,0.9959080219268799,
0099.jpg,calli-kaggle\data\data\train\oyx\0099.jpg,UNKNOWN,,0.0,
0100.jpg,calli-kaggle\data\data\train\oyx\0100.jpg,细,细,0.6097112894058228,
0101.jpg,calli-kaggle\data\data\train\oyx\0101.jpg,兵,兵,0.9991519451141357,
0102.jpg,calli-kaggle\data\data\train\oyx\0102.jpg,妈,妈,0.999417781829834,
0103.jpg,calli-kaggle\data\data\train\oyx\0103.jpg,时,时,0.9992363452911377,
0104.jpg,calli-kaggle\data\data\train\oyx\0104.jpg,揉,揉,0.9476974010467529,
0105.jpg,calli-kaggle\data\data\train\oyx\0105.jpg,婉,婉,0.9869868159294128,
0106.jpg,calli-kaggle\data\data\train\oyx\0106.jpg,月,月肛,0.7850446105003357,
0107.jpg,calli-kaggle\data\data\train\oyx\0107.jpg,骆,骆,0.997960090637207,
0108.jpg,calli-kaggle\data\data\train\oyx\0108.jpg,他,他,0.9927339553833008,
0109.jpg,calli-kaggle\data\data\train\oyx\0109.jpg,升,升,0.9997766613960266,
0110.jpg,calli-kaggle\data\data\train\oyx\0110.jpg,殷,殷,0.9994489550590515,
0111.jpg,calli-kaggle\data\data\train\oyx\0111.jpg,胶,胶,0.9978212118148804,
0112.jpg,calli-kaggle\data\data\train\oyx\0112.jpg,藉,藉,0.9825175404548645,
0113.jpg,calli-kaggle\data\data\train\oyx\0113.jpg,UNKNOWN,,0.0,
0114.jpg,calli-kaggle\data\data\train\oyx\0114.jpg,循,循,0.9994140863418579,
0115.jpg,calli-kaggle\data\data\train\oyx\0115.jpg,佛,佛,0.9820305705070496,
0116.jpg,calli-kaggle\data\data\train\oyx\0116.jpg,重,重,0.9997053742408752,
0117.jpg,calli-kaggle\data\data\train\oyx\0117.jpg,帜,帜,0.9988815188407898,
0118.jpg,calli-kaggle\data\data\train\oyx\0118.jpg,平,平,0.36404427886009216,
0119.jpg,calli-kaggle\data\data\train\oyx\0119.jpg,遵,遵,0.9923262596130371,
0120.jpg,calli-kaggle\data\data\train\oyx\0120.jpg,品,品,0.9993795156478882,
0121.jpg,calli-kaggle\data\data\train\oyx\0121.jpg,呈,呈,0.997774064540863,
0122.jpg,calli-kaggle\data\data\train\oyx\0122.jpg,貌,貌,0.9941635727882385,
0123.jpg,calli-kaggle\data\data\train\oyx\0123.jpg,怠,怠,0.8655136227607727,
0124.jpg,calli-kaggle\data\data\train\oyx\0124.jpg,枣,枣,0.9876455664634705,
0125.jpg,calli-kaggle\data\data\train\oyx\0125.jpg,撤,撤,0.998873770236969,
0126.jpg,calli-kaggle\data\data\train\oyx\0126.jpg,惯,惯,0.9775704145431519,
0127.jpg,calli-kaggle\data\data\train\oyx\0127.jpg,建,建,0.9980089068412781,
0128.jpg,calli-kaggle\data\data\train\oyx\0128.jpg,香,香,0.1789001226425171,
0129.jpg,calli-kaggle\data\data\train\oyx\0129.jpg,忿,忿,0.7728042602539062,
0130.jpg,calli-kaggle\data\data\train\oyx\0130.jpg,酷,酷,0.9995545744895935,
0131.jpg,calli-kaggle\data\data\train\oyx\0131.jpg,征,征,0.9993746876716614,
0132.jpg,calli-kaggle\data\data\train\oyx\0132.jpg,耗,耗,0.999312162399292,
0133.jpg,calli-kaggle\data\data\train\oyx\0133.jpg,临,临,0.999517560005188,
0134.jpg,calli-kaggle\data\data\train\oyx\0134.jpg,镶,镶,0.9950898885726929,
0135.jpg,calli-kaggle\data\data\train\oyx\0135.jpg,UNKNOWN,,0.0,
0136.jpg,calli-kaggle\data\data\train\oyx\0136.jpg,楷,楷,0.9985180497169495,
0137.jpg,calli-kaggle\data\data\train\oyx\0137.jpg,饭,饭,0.999546468257904,
0138.jpg,calli-kaggle\data\data\train\oyx\0138.jpg,血,血,0.9991027116775513,
0139.jpg,calli-kaggle\data\data\train\oyx\0139.jpg,乞,乞,0.6376664638519287,
0140.jpg,calli-kaggle\data\data\train\oyx\0140.jpg,吻,吻,0.997368335723877,
0141.jpg,calli-kaggle\data\data\train\oyx\0141.jpg,暂,暂,0.9997485280036926,
0142.jpg,calli-kaggle\data\data\train\oyx\0142.jpg,区,区,0.9998774528503418,
0143.jpg,calli-kaggle\data\data\train\oyx\0143.jpg,吉,吉,0.9750922918319702,
0144.jpg,calli-kaggle\data\data\train\oyx\0144.jpg,体,体,0.9985570311546326,
0145.jpg,calli-kaggle\data\data\train\oyx\0145.jpg,倘,倘,0.8524827361106873,
0146.jpg,calli-kaggle\data\data\train\oyx\0146.jpg,纲,纲,0.7858523726463318,
0147.jpg,calli-kaggle\data\data\train\oyx\0147.jpg,X,X,0.7689510583877563,
0148.jpg,calli-kaggle\data\data\train\oyx\0148.jpg,肋,肋,0.9605957269668579,
0149.jpg,calli-kaggle\data\data\train\oyx\0149.jpg,甩,甩,0.999777615070343,
0150.jpg,calli-kaggle\data\data\train\oyx\0150.jpg,距,距,0.9996883869171143,
0151.jpg,calli-kaggle\data\data\train\oyx\0151.jpg,校,校,0.9994662404060364,
0152.jpg,calli-kaggle\data\data\train\oyx\0152.jpg,灌,灌,0.9993600249290466,
0153.jpg,calli-kaggle\data\data\train\oyx\0153.jpg,贼,贼,0.9957383871078491,
0154.jpg,calli-kaggle\data\data\train\oyx\0154.jpg,九,九,0.9923754334449768,
0155.jpg,calli-kaggle\data\data\train\oyx\0155.jpg,恳,恳,0.7316140532493591,
0156.jpg,calli-kaggle\data\data\train\oyx\0156.jpg,茴,茴,0.8703232407569885,
0157.jpg,calli-kaggle\data\data\train\oyx\0157.jpg,掷,掷,0.8846390843391418,
0158.jpg,calli-kaggle\data\data\train\oyx\0158.jpg,UNKNOWN,,0.0,
0159.jpg,calli-kaggle\data\data\train\oyx\0159.jpg,步,步,0.9917179346084595,
0160.jpg,calli-kaggle\data\data\train\oyx\0160.jpg,无,无,0.9993942975997925,
0161.jpg,calli-kaggle\data\data\train\oyx\0161.jpg,臭,臭,0.9918626546859741,
0162.jpg,calli-kaggle\data\data\train\oyx\0162.jpg,衍,衍,0.9963034391403198,
0163.jpg,calli-kaggle\data\data\train\oyx\0163.jpg,照,照,0.9992185831069946,
0164.jpg,calli-kaggle\data\data\train\oyx\0164.jpg,尘,尘,0.9983108043670654,
0165.jpg,calli-kaggle\data\data\train\oyx\0165.jpg,汤,汤,0.9991505146026611,
0166.jpg,calli-kaggle\data\data\train\oyx\0166.jpg,费,费,0.9995985627174377,
0167.jpg,calli-kaggle\data\data\train\oyx\0167.jpg,衅,衅,0.9917415380477905,
0168.jpg,calli-kaggle\data\data\train\oyx\0168.jpg,筛,筛,0.9996936321258545,
0169.jpg,calli-kaggle\data\data\train\oyx\0169.jpg,我,我,0.16819266974925995,
0170.jpg,calli-kaggle\data\data\train\oyx\0170.jpg,UNKNOWN,,0.0,
0171.jpg,calli-kaggle\data\data\train\oyx\0171.jpg,江,江,0.9996649026870728,
0172.jpg,calli-kaggle\data\data\train\oyx\0172.jpg,廊,廊,0.8277598023414612,
0173.jpg,calli-kaggle\data\data\train\oyx\0173.jpg,肝,肝,0.9992341995239258,
0174.jpg,calli-kaggle\data\data\train\oyx\0174.jpg,功,功,0.9990856647491455,
0175.jpg,calli-kaggle\data\data\train\oyx\0175.jpg,守,守,0.999327540397644,
0176.jpg,calli-kaggle\data\data\train\oyx\0176.jpg,蔚,蔚,0.99346923828125,
0177.jpg,calli-kaggle\data\data\train\oyx\0177.jpg,萤,萤,0.9666697382926941,
0178.jpg,calli-kaggle\data\data\train\oyx\0178.jpg,UNKNOWN,,0.0,
0179.jpg,calli-kaggle\data\data\train\oyx\0179.jpg,赦,赦,0.9872259497642517,
0180.jpg,calli-kaggle\data\data\train\oyx\0180.jpg,齐,齐,0.7856479287147522,
0181.jpg,calli-kaggle\data\data\train\oyx\0181.jpg,夕,夕,0.8522195219993591,
0182.jpg,calli-kaggle\data\data\train\oyx\0182.jpg,琼,琼,0.9988352656364441,
0183.jpg,calli-kaggle\data\data\train\oyx\0183.jpg,医,医,0.9996168613433838,
0184.jpg,calli-kaggle\data\data\train\oyx\0184.jpg,粘,粘,0.9983711838722229,
0185.jpg,calli-kaggle\data\data\train\oyx\0185.jpg,UNKNOWN,,0.0,
0186.jpg,calli-kaggle\data\data\train\oyx\0186.jpg,织,织,0.9995469450950623,
0187.jpg,calli-kaggle\data\data\train\oyx\0187.jpg,至,至,0.9980260133743286,
0188.jpg,calli-kaggle\data\data\train\oyx\0188.jpg,禁,禁,0.9987497329711914,
0189.jpg,calli-kaggle\data\data\train\oyx\0189.jpg,斋,斋,0.9999294281005859,
0190.jpg,calli-kaggle\data\data\train\oyx\0190.jpg,挡,挡,0.796994686126709,
0191.jpg,calli-kaggle\data\data\train\oyx\0191.jpg,怨,怨,0.999203622341156,
0192.jpg,calli-kaggle\data\data\train\oyx\0192.jpg,直,直,0.9982125759124756,
0193.jpg,calli-kaggle\data\data\train\oyx\0193.jpg,唉,唉,0.5124591588973999,
0194.jpg,calli-kaggle\data\data\train\oyx\0194.jpg,UNKNOWN,,0.0,
0195.jpg,calli-kaggle\data\data\train\oyx\0195.jpg,庙,庙,0.9958167672157288,
0196.jpg,calli-kaggle\data\data\train\oyx\0196.jpg,妨,妨,0.9864545464515686,
0197.jpg,calli-kaggle\data\data\train\oyx\0197.jpg,顷,顷,0.764154851436615,
0198.jpg,calli-kaggle\data\data\train\oyx\0198.jpg,闻,闻,0.999135434627533,
0199.jpg,calli-kaggle\data\data\train\oyx\0199.jpg,撞,撞,0.9997357726097107,
0200.jpg,calli-kaggle\data\data\train\oyx\0200.jpg,咆,咆,0.996936559677124,
0201.jpg,calli-kaggle\data\data\train\oyx\0201.jpg,铣,铣,0.9442877769470215,
0202.jpg,calli-kaggle\data\data\train\oyx\0202.jpg,晤,晤,0.9621471762657166,
0203.jpg,calli-kaggle\data\data\train\oyx\0203.jpg,示,示,0.9849817752838135,
0204.jpg,calli-kaggle\data\data\train\oyx\0204.jpg,漆,漆,0.9973286390304565,
0205.jpg,calli-kaggle\data\data\train\oyx\0205.jpg,琉,琉,0.7748541831970215,
0206.jpg,calli-kaggle\data\data\train\oyx\0206.jpg,UNKNOWN,,0.0,
0207.jpg,calli-kaggle\data\data\train\oyx\0207.jpg,枚,枚,0.999163031578064,
0208.jpg,calli-kaggle\data\data\train\oyx\0208.jpg,奕,奕,0.9998347759246826,
0209.jpg,calli-kaggle\data\data\train\oyx\0209.jpg,UNKNOWN,,0.0,
0210.jpg,calli-kaggle\data\data\train\oyx\0210.jpg,抱,抱,0.8865792155265808,
0211.jpg,calli-kaggle\data\data\train\oyx\0211.jpg,沉,沉,0.9878696799278259,
0212.jpg,calli-kaggle\data\data\train\oyx\0212.jpg,1,1,0.1926368623971939,
0213.jpg,calli-kaggle\data\data\train\oyx\0213.jpg,水,水,0.9991728663444519,
0214.jpg,calli-kaggle\data\data\train\oyx\0214.jpg,烫,烫,0.9979807734489441,
0215.jpg,calli-kaggle\data\data\train\oyx\0215.jpg,俏,俏,0.9949284791946411,
0216.jpg,calli-kaggle\data\data\train\oyx\0216.jpg,UNKNOWN,,0.0,
0217.jpg,calli-kaggle\data\data\train\oyx\0217.jpg,寨,寨,0.9995543360710144,
0218.jpg,calli-kaggle\data\data\train\oyx\0218.jpg,卖,卖,0.9929497241973877,
0219.jpg,calli-kaggle\data\data\train\oyx\0219.jpg,慈,慈,0.9952359795570374,
0220.jpg,calli-kaggle\data\data\train\oyx\0220.jpg,磅,磅,0.9979225993156433,
0221.jpg,calli-kaggle\data\data\train\oyx\0221.jpg,其,其,0.9992061257362366,
0222.jpg,calli-kaggle\data\data\train\oyx\0222.jpg,梳,梳,0.9993853569030762,
0223.jpg,calli-kaggle\data\data\train\oyx\0223.jpg,鲜,鲜,0.9989914298057556,
0224.jpg,calli-kaggle\data\data\train\oyx\0224.jpg,笔,笔,0.9996540546417236,
0225.jpg,calli-kaggle\data\data\train\oyx\0225.jpg,捏,捏,0.9994240999221802,
0226.jpg,calli-kaggle\data\data\train\oyx\0226.jpg,核,核,0.999727189540863,
0227.jpg,calli-kaggle\data\data\train\oyx\0227.jpg,迄,迄,0.98773193359375,
0228.jpg,calli-kaggle\data\data\train\oyx\0228.jpg,驯,驯,0.9772595167160034,
0229.jpg,calli-kaggle\data\data\train\oyx\0229.jpg,脆,脆,0.9816589951515198,
0230.jpg,calli-kaggle\data\data\train\oyx\0230.jpg,杨,杨,0.9973989725112915,
0231.jpg,calli-kaggle\data\data\train\oyx\0231.jpg,汽,汽,0.9970399737358093,
0232.jpg,calli-kaggle\data\data\train\oyx\0232.jpg,恤,恤,0.9982241988182068,
0233.jpg,calli-kaggle\data\data\train\oyx\0233.jpg,筋,筋,0.9997913241386414,
0234.jpg,calli-kaggle\data\data\train\oyx\0234.jpg,训,训,0.9959201812744141,
0235.jpg,calli-kaggle\data\data\train\oyx\0235.jpg,璃,璃,0.9960850477218628,
0236.jpg,calli-kaggle\data\data\train\oyx\0236.jpg,膘,膘,0.7471023201942444,
0237.jpg,calli-kaggle\data\data\train\oyx\0237.jpg,毛,毛,0.9999421834945679,
0238.jpg,calli-kaggle\data\data\train\oyx\0238.jpg,逆,逆,0.2420247495174408,
0239.jpg,calli-kaggle\data\data\train\oyx\0239.jpg,吴,吴,0.982776403427124,
0240.jpg,calli-kaggle\data\data\train\oyx\0240.jpg,砌,砌,0.999702513217926,
0241.jpg,calli-kaggle\data\data\train\oyx\0241.jpg,永,永,0.999357283115387,
0242.jpg,calli-kaggle\data\data\train\oyx\0242.jpg,围,围,0.9993491768836975,
0243.jpg,calli-kaggle\data\data\train\oyx\0243.jpg,谣,谣,0.9975489974021912,
0244.jpg,calli-kaggle\data\data\train\oyx\0244.jpg,提,提,0.999448835849762,
0245.jpg,calli-kaggle\data\data\train\oyx\0245.jpg,UNKNOWN,,0.0,
0246.jpg,calli-kaggle\data\data\train\oyx\0246.jpg,肯,肯,0.9996156692504883,
0247.jpg,calli-kaggle\data\data\train\oyx\0247.jpg,沥,沥,0.9993810653686523,
0248.jpg,calli-kaggle\data\data\train\oyx\0248.jpg,霎,霎,0.6564468145370483,
0249.jpg,calli-kaggle\data\data\train\oyx\0249.jpg,绵,绵,0.9879398345947266,
0250.jpg,calli-kaggle\data\data\train\oyx\0250.jpg,UNKNOWN,,0.0,
0251.jpg,calli-kaggle\data\data\train\oyx\0251.jpg,亲,亲,0.9984261989593506,
0252.jpg,calli-kaggle\data\data\train\oyx\0252.jpg,疚,疚,0.8280525803565979,
0253.jpg,calli-kaggle\data\data\train\oyx\0253.jpg,毁,毁,0.9908174276351929,
0254.jpg,calli-kaggle\data\data\train\oyx\0254.jpg,演,演,0.9982311129570007,
0255.jpg,calli-kaggle\data\data\train\oyx\0255.jpg,疆,疆,0.9999457597732544,
0256.jpg,calli-kaggle\data\data\train\oyx\0256.jpg,糟,糟,0.9896537661552429,
0257.jpg,calli-kaggle\data\data\train\oyx\0257.jpg,UNKNOWN,,0.0,
0258.jpg,calli-kaggle\data\data\train\oyx\0258.jpg,馅,馅,0.9935922026634216,
0259.jpg,calli-kaggle\data\data\train\oyx\0259.jpg,疑,疑,0.9992685914039612,
0260.jpg,calli-kaggle\data\data\train\oyx\0260.jpg,拜,拜,0.9999524354934692,
0261.jpg,calli-kaggle\data\data\train\oyx\0261.jpg,骇,骇,0.9854775667190552,
0262.jpg,calli-kaggle\data\data\train\oyx\0262.jpg,客,客,0.9977284073829651,
0263.jpg,calli-kaggle\data\data\train\oyx\0263.jpg,娃,娃,0.998417854309082,
0264.jpg,calli-kaggle\data\data\train\oyx\0264.jpg,屠,屠,0.967140257358551,
0265.jpg,calli-kaggle\data\data\train\oyx\0265.jpg,蕾,蕾,0.9972561001777649,
0266.jpg,calli-kaggle\data\data\train\oyx\0266.jpg,讯,讯,0.9935985803604126,
0267.jpg,calli-kaggle\data\data\train\oyx\0267.jpg,埋,埋,0.9929672479629517,
0268.jpg,calli-kaggle\data\data\train\oyx\0268.jpg,酪,酪,0.8316330909729004,
0269.jpg,calli-kaggle\data\data\train\oyx\0269.jpg,创,创,0.9978336691856384,
0270.jpg,calli-kaggle\data\data\train\oyx\0270.jpg,溜,溜,0.9990111589431763,
0271.jpg,calli-kaggle\data\data\train\oyx\0271.jpg,腊,腊,0.9988038539886475,
0272.jpg,calli-kaggle\data\data\train\oyx\0272.jpg,速,速,0.9991706609725952,
0273.jpg,calli-kaggle\data\data\train\oyx\0273.jpg,欺,欺,0.9947376847267151,
0274.jpg,calli-kaggle\data\data\train\oyx\0274.jpg,犹,犹,0.9796041250228882,
0275.jpg,calli-kaggle\data\data\train\oyx\0275.jpg,股,股,0.9948354959487915,
0276.jpg,calli-kaggle\data\data\train\oyx\0276.jpg,吞,吞,0.9973340034484863,
0277.jpg,calli-kaggle\data\data\train\oyx\0277.jpg,薛,薛,0.9980066418647766,
0278.jpg,calli-kaggle\data\data\train\oyx\0278.jpg,沾,沾,0.9938206076622009,
0279.jpg,calli-kaggle\data\data\train\oyx\0279.jpg,头,头,0.9990058541297913,
0280.jpg,calli-kaggle\data\data\train\oyx\0280.jpg,掖,掖,0.9518852829933167,
0281.jpg,calli-kaggle\data\data\train\oyx\0281.jpg,柒,柒,0.9733394384384155,
0282.jpg,calli-kaggle\data\data\train\oyx\0282.jpg,坦,坦,0.9982861876487732,
0283.jpg,calli-kaggle\data\data\train\oyx\0283.jpg,硕,硕,0.9817009568214417,
0284.jpg,calli-kaggle\data\data\train\oyx\0284.jpg,鞭,鞭,0.9997450709342957,
0285.jpg,calli-kaggle\data\data\train\oyx\0285.jpg,绸,绸,0.9987362027168274,
0286.jpg,calli-kaggle\data\data\train\oyx\0286.jpg,途,途,0.9956889748573303,
0287.jpg,calli-kaggle\data\data\train\oyx\0287.jpg,志,志,0.9995206594467163,
0288.jpg,calli-kaggle\data\data\train\oyx\0288.jpg,缠,缠,0.9998924732208252,
0289.jpg,calli-kaggle\data\data\train\oyx\0289.jpg,浪,浪,0.9885267019271851,
0290.jpg,calli-kaggle\data\data\train\oyx\0290.jpg,据,据,0.9991472959518433,
0291.jpg,calli-kaggle\data\data\train\oyx\0291.jpg,艳,艳,0.9991779923439026,
0292.jpg,calli-kaggle\data\data\train\oyx\0292.jpg,页,页,0.9855851531028748,
0293.jpg,calli-kaggle\data\data\train\oyx\0293.jpg,深,深,0.9995488524436951,
0294.jpg,calli-kaggle\data\data\train\oyx\0294.jpg,UNKNOWN,,0.0,
0295.jpg,calli-kaggle\data\data\train\oyx\0295.jpg,憎,憎,0.9467915296554565,
